//Adapted from the UC Irvine Facebook dataset
//Original dataset available here: http://archive.ics.uci.edu/ml/datasets/Facebook+metrics
//More information about the metadata available here: https://www.facebook.com/help/794890670645072/?helpref=hc_fnav
//
// FEATURES IN ORDER
//Category
//Paid
//PageLikesScaled
//TypeScaled
//PostMonthScaled
//PostWeekdayScaled
//PostHourScaled
//LifePostConsumersScaled
//LifetimePostConsumptionsScaled
//CommentsScaled
//LikesScaled
//SharesScaled
//InteractionsScaled
//LogPostReach (in base 10, to get actual answer, compute 10^variable)
##13
**1
2,0,0.073262857,1,0,0,-0.687408352,2.151148516,2.584819037,0.283557651,1.185484963,1.409432889,1.180720859,4.239549721
1,0,-1.33441743,0,-0.907818188,0.985867824,0,-0.078831965,-0.075052818,-0.094519217,-0.15476305,-0.305377126,-0.172435265,3.549493713
2,0,0.605356656,1,1.513030314,0.492933912,0.229136117,4.024967313,1.84579896,-0.141778826,0.408574452,0,0.338289031,4.337339439
2,0,-0.245316771,0,-0.302606063,0,-1.374816703,0.146888338,0.08505986,0.094519217,0.12381044,0.164433837,0.127681074,3.635483747
1,0,0.510133396,0,1.210424251,0.985867824,-1.374816703,-0.298880904,-0.169619368,0.189038434,-0.052619437,0.211414933,-0.011846698,3.491641793
1,0,-1.570445627,0,-1.210424251,-0.492933912,0.229136117,-0.597194671,-0.410288736,-0.141778826,-0.312621361,-0.446320415,-0.325126034,3.272769587
3,0,-0.830989032,0,-0.605212125,1.478801736,-1.603952821,0.090174694,0.132593311,1.039711387,0.479765455,0.822169185,0.556794787,3.844104231
2,0,-0.195367619,1,0,-0.492933912,0.916544469,3.55084125,3.503965876,1.559567081,-0.009285783,-0.117452741,0.064498687,4.262925469
3,0,-0.63986586,0,-0.605212125,-0.492933912,-0.916544469,0.08450333,0.010507394,-0.094519217,0.018571566,0.164433837,0.027642294,3.637889817
3,0,0.370128137,0,0.605212125,1.478801736,0,-0.112860152,-0.099570071,0.141778826,0.810958382,0.493301511,0.751607147,3.972387999
2,0,0.375233777,0,0.605212125,-0.492933912,-0.458272234,-0.290940994,-0.213650354,-0.141778826,-0.145477267,-0.070471644,-0.140844071,3.226599905
1,0,0.510133396,3,1.210424251,-0.492933912,0.458272234,-0.106054514,-0.09206479,-0.047259609,-0.006190522,-0.140943289,-0.025009695,4.131746945
1,0,-1.690889518,0,-1.210424251,-1.478801736,2.291361172,-0.464484744,-0.008505986,-0.141778826,-0.306430839,-0.446320415,-0.319860835,2.376576957
1,0,0.538429713,0,1.513030314,0.492933912,0.229136117,1.732601824,5.61545181,0.189038434,-0.232144575,-0.37584877,-0.230352453,3.861414919
1,0,-2.966807388,0,-1.815636376,0.492933912,-1.603952821,0.023252594,-0.028019719,0.047259609,-0.024762088,-0.023490548,-0.022377095,3.577261954
3,0,0.344169341,0,0.605212125,-0.985867824,0,-0.137814155,-0.126088733,0,0.269287707,0.164433837,0.24614805,3.651278014
2,0,-0.286654,0,-0.302606063,0.985867824,0,0.25804708,0.1891331,0.378076868,0.40238393,0.563773156,0.425164813,3.842109763
1,0,-2.651795556,2,-1.815636376,-0.985867824,-1.603952821,-0.558629393,-0.390274651,-0.141778826,-0.275478229,-0.399339319,-0.288269641,3.713322505
1,1,0.536953384,0,1.210424251,-1.478801736,-1.374816703,-0.095846058,0.006004225,0.992451779,0.569528024,0.211414933,0.562059985,4.402226982
3,0,-2.340966659,0,-1.513030314,0,-1.374816703,0.70721914,0.43730775,0.33081726,0.284764012,0.986603022,0.369880225,3.979001748
2,0,0.571770157,0,1.513030314,-0.492933912,0.229136117,-0.431590831,-0.315221834,-0.094519217,-0.229049314,-0.187924385,-0.222454655,3.226084116
